Prefix RunNumber Configuration Runtime CreatedEvents Sec/Simsec StudyParameter
mpi_nma_channeldelay_100ms 0 Modular 3.946s 600009 15.136415 1 0
mpi_nma_channeldelay_100ms 0 Modular 2.930s 2997699 20.5236 1 1
mpi_nma_channeldelay_100ms 1 Modular 3.946s 600009 15.13209 2 0
mpi_nma_channeldelay_100ms 1 Modular 2.928s 2997699 20.5799 2 1
mpi_nma_channeldelay_100ms 2 Modular 3.863s 600009 15.330505 3 0
mpi_nma_channeldelay_100ms 2 Modular 2.848s 2997699 21.0299 3 1
mpi_nma_channeldelay_100ms 3 Modular 4.976s 600009 10.8887166667 4 0
mpi_nma_channeldelay_100ms 3 Modular 3.960s 2997699 15.11755 4 1
mpi_nma_channeldelay_100ms 4 Modular 5.308s 600009 10.4591933333 5 0
mpi_nma_channeldelay_100ms 4 Modular 4.293s 2997699 15.0849333333 5 1
mpi_nma_channeldelay_100ms 5 Modular 3.779s 600009 15.51704 6 0
mpi_nma_channeldelay_100ms 5 Modular 2.764s 2997699 21.73775 6 1
mpi_nma_channeldelay_100ms 6 Modular 4.054s 600009 12.3032566667 7 0
mpi_nma_channeldelay_100ms 6 Modular 3.039s 2997699 18.832 7 1
mpi_nma_channeldelay_100ms 7 Modular 4.220s 600009 11.86247 8 0
mpi_nma_channeldelay_100ms 7 Modular 3.204s 2997699 17.92015 8 1
mpi_nma_channeldelay_100ms 8 Modular 6.084s 600009 9.90970333333 9 0
mpi_nma_channeldelay_100ms 8 Modular 5.072s 2997699 11.8828333333 9 1
mpi_nma_channeldelay_100ms 9 Modular 6.062s 600009 9.23282 10 0
mpi_nma_channeldelay_100ms 9 Modular 5.020s 2997699 11.9683 10 1
mpi_nma_channeldelay_100ms 10 Modular 4.894s 600009 10.0533733333 15 0
mpi_nma_channeldelay_100ms 10 Modular 3.874s 2997699 15.57165 15 1
mpi_nma_channeldelay_100ms 11 Modular 4.067s 600009 12.2031166667 20 0
mpi_nma_channeldelay_100ms 11 Modular 3.052s 2997699 19.5628 20 1
mpi_nma_channeldelay_100ms 12 Modular 3.858s 600009 15.352555 25 0
mpi_nma_channeldelay_100ms 12 Modular 2.843s 2997699 21.2993 25 1
mpi_nma_channeldelay_100ms 13 Modular 3.929s 600009 15.173795 30 0
mpi_nma_channeldelay_100ms 13 Modular 2.914s 2997699 20.58425 30 1
mpi_nma_channeldelay_100ms 14 Modular 3.873s 600009 15.312355 35 0
mpi_nma_channeldelay_100ms 14 Modular 2.853s 2997699 21.16135 35 1
mpi_nma_channeldelay_100ms 15 Modular 3.861s 600009 15.322565 40 0
mpi_nma_channeldelay_100ms 15 Modular 2.846s 2997699 20.8626 40 1
mpi_nma_channeldelay_100ms 16 Modular 3.860s 600009 15.341145 45 0
mpi_nma_channeldelay_100ms 16 Modular 2.845s 2997699 21.1178 45 1
mpi_nma_channeldelay_100ms 17 Modular 3.913s 600009 15.213575 50 0
mpi_nma_channeldelay_100ms 17 Modular 2.898s 2997699 20.73445 50 1
mpi_nma_channeldelay_100ms 18 Modular 3.754s 600009 15.57694 60 0
mpi_nma_channeldelay_100ms 18 Modular 2.738s 2997699 21.96645 60 1
mpi_nma_channeldelay_100ms 19 Modular 3.963s 600009 15.09093 70 0
mpi_nma_channeldelay_100ms 19 Modular 2.947s 2997699 20.3369 70 1
mpi_nma_channeldelay_100ms 20 Modular 3.766s 600009 15.547445 80 0
mpi_nma_channeldelay_100ms 20 Modular 2.751s 2997699 21.87325 80 1
mpi_nma_channeldelay_100ms 21 Modular 3.756s 600009 15.557395 90 0
mpi_nma_channeldelay_100ms 21 Modular 2.740s 2997699 21.78845 90 1
mpi_nma_channeldelay_100ms 22 Modular 3.757s 600009 15.56262 100 0
mpi_nma_channeldelay_100ms 22 Modular 2.742s 2997699 21.89825 100 1
mpi_nma_channeldelay_100ms 23 Modular 3.802s 600009 15.45835 200 0
mpi_nma_channeldelay_100ms 23 Modular 2.787s 2997699 21.39155 200 1
mpi_nma_channeldelay_100ms 24 Modular 3.949s 600009 15.125565 300 0
mpi_nma_channeldelay_100ms 24 Modular 2.934s 2997699 20.44875 300 1
