Prefix RunNumber Configuration Runtime CreatedEvents Sec/Simsec StudyParameter
mpi_nma_channeldelay_1000ms 0 Modular 899.362s 600009 0.0848992715167 100 0
mpi_nma_channeldelay_1000ms 0 Modular 897.618s 1801083346 0.0668456875278 100 1
mpi_nma_channeldelay_1000ms 1 Modular 451.849s 600009 0.173604388753 200 0
mpi_nma_channeldelay_1000ms 1 Modular 450.106s 901083346 0.133306429204 200 1
mpi_nma_channeldelay_1000ms 2 Modular 301.593s 600009 0.257655560292 300 0
mpi_nma_channeldelay_1000ms 2 Modular 299.847s 601083346 0.200108006667 300 1
mpi_nma_channeldelay_1000ms 3 Modular 251.198s 600009 0.292991734348 400 0
mpi_nma_channeldelay_1000ms 3 Modular 249.451s 451083346 0.240538968 400 1
mpi_nma_channeldelay_1000ms 4 Modular 183.432s 600009 0.399898938 500 0
mpi_nma_channeldelay_1000ms 4 Modular 181.690s 361083346 0.330243208791 500 1
mpi_nma_channeldelay_1000ms 5 Modular 152.844s 600009 0.477191340986 600 0
mpi_nma_channeldelay_1000ms 5 Modular 151.099s 301083346 0.397083 600 1
mpi_nma_channeldelay_1000ms 6 Modular 130.694s 600009 0.4922270545 700 0
mpi_nma_channeldelay_1000ms 6 Modular 128.949s 258226204 0.4653138 700 1
mpi_nma_channeldelay_1000ms 7 Modular 115.172s 600009 0.641115256667 800 0
mpi_nma_channeldelay_1000ms 7 Modular 113.429s 226083346 0.528976719298 800 1
mpi_nma_channeldelay_1000ms 8 Modular 103.597s 600009 0.718239798163 900 0
mpi_nma_channeldelay_1000ms 8 Modular 101.850s 201083347 0.589117960784 900 1
mpi_nma_channeldelay_1000ms 9 Modular 93.491s 600009 0.770740695455 1000 0
mpi_nma_channeldelay_1000ms 9 Modular 91.748s 181083346 0.653994847826 1000 1
mpi_nma_channeldelay_1000ms 10 Modular 88.736s 600009 0.823485610476 1100 0
mpi_nma_channeldelay_1000ms 10 Modular 86.991s 164719711 0.689810090909 1100 1
mpi_nma_channeldelay_1000ms 11 Modular 78.313s 600009 0.914993233784 1200 0
mpi_nma_channeldelay_1000ms 11 Modular 76.570s 151083346 0.783695717949 1200 1
mpi_nma_channeldelay_1000ms 12 Modular 72.374s 600009 0.884140392647 1300 0
mpi_nma_channeldelay_1000ms 12 Modular 70.631s 139544887 0.849622638889 1300 1
mpi_nma_channeldelay_1000ms 13 Modular 67.265s 600009 1.05586889313 1400 0
mpi_nma_channeldelay_1000ms 13 Modular 65.522s 129654775 0.915715666667 1400 1
mpi_nma_channeldelay_1000ms 14 Modular 63.392s 600009 1.16492111129 1500 0
mpi_nma_channeldelay_1000ms 14 Modular 61.646s 121083346 0.973332 1500 1
mpi_nma_channeldelay_1000ms 15 Modular 63.646s 600009 1.12326181935 1500 0
mpi_nma_channeldelay_1000ms 15 Modular 61.901s 121083346 0.969315290323 1500 1
mpi_nma_channeldelay_1000ms 16 Modular 48.995s 600009 1.41494632375 2000 0
mpi_nma_channeldelay_1000ms 16 Modular 47.249s 91083346 1.2700375 2000 1
