Time Difference Ratio
1.0 1800020.0 1.999998888902469
2.0 1800020.0 1.999998888902469
3.0 1800020.0 1.999998888902469
4.0 1800020.0 1.999998888902469
5.0 1800020.0 1.999998888902469
6.0 1800020.0 1.999998888902469
7.0 1800020.0 1.999998888902469
8.0 1800020.0 1.999998888902469
9.0 1800020.0 1.999998888902469
10.0 1800020.0 1.999998888902469
15.0 1800020.0 1.999998888902469
400.0 1800020.0 1.999998888902469
20.0 1800020.0 1.999998888902469
25.0 1800020.0 1.999998888902469
30.0 1800020.0 1.999998888902469
35.0 1800020.0 1.999998888902469
40.0 1800020.0 1.999998888902469
300.0 1800020.0 1.999998888902469
45.0 1800020.0 1.999998888902469
50.0 1800020.0 1.999998888902469
60.0 1800020.0 1.999998888902469
70.0 1800020.0 1.999998888902469
200.0 1800020.0 1.999998888902469
80.0 1800020.0 1.999998888902469
90.0 1800020.0 1.999998888902469
100.0 1800020.0 1.999998888902469
500.0 1800020.0 1.999998888902469
